Order,LotFrontage,LotArea,Street,LotConfig,LandSlope,BldgType,OverallQual,OverallCond,YearBuilt,BsmtQual,TotalBsmtSF,Heating,HeatingQC,CentralAir,x1stFlrSF,x2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageArea,GarageQual,WoodDeckSF,PoolArea,MoSold,YrSold,SalePrice,Salecat
1659,90,11700,Pave,Inside,Gtl,1Fam,6,6,1968,TA,702,GasA,Gd,Y,1041,702,1,2,3,1,TA,7,1,Gd,Attchd,539,TA,224,0,6,2007,175000,1
1660,,12384,Pave,CulDSac,Gtl,1Fam,7,7,1976,Gd,793,GasA,TA,Y,1142,793,2,1,3,1,TA,7,1,TA,Attchd,550,TA,0,0,11,2007,197900,1
1661,64,8991,Pave,CulDSac,Gtl,1Fam,7,6,1976,Gd,1228,GasA,TA,Y,1324,0,2,0,3,1,Gd,5,1,Fa,Attchd,585,TA,407,0,2,2007,174000,1
1662,80,8000,Pave,Inside,Gtl,1Fam,6,6,1974,TA,1084,GasA,TA,Y,1084,793,2,1,4,1,TA,8,1,TA,Attchd,488,TA,0,0,11,2007,178900,1
1663,70,10500,Pave,FR2,Gtl,1Fam,5,7,1971,TA,372,GasA,TA,Y,576,533,1,0,3,1,TA,5,0,NA,BuiltIn,288,TA,35,0,12,2007,139000,0
1664,,10530,Pave,Corner,Gtl,1Fam,6,5,1971,TA,981,GasA,TA,Y,981,0,1,1,3,1,TA,5,0,NA,Detchd,576,TA,0,0,3,2007,143250,0
1665,,7472,Pave,CulDSac,Gtl,1Fam,7,9,1972,TA,725,GasA,Gd,Y,725,754,1,1,4,1,Gd,7,0,NA,Attchd,484,TA,0,0,6,2007,184000,1
1666,63,9457,Pave,Inside,Gtl,1Fam,5,6,1970,TA,925,GasA,TA,Y,1422,0,1,0,3,1,TA,7,0,NA,Detchd,576,TA,252,0,9,2007,155000,1
1667,66,7920,Pave,Inside,Gtl,1Fam,5,5,1970,TA,914,GasA,Ex,Y,914,0,1,0,3,1,Ex,5,0,NA,Attchd,368,TA,120,0,10,2007,133000,0
1668,61,9758,Pave,Inside,Gtl,1Fam,5,5,1971,TA,950,GasA,TA,Y,950,0,1,0,3,1,TA,5,0,NA,Detchd,280,TA,0,0,7,2007,119500,0
1669,70,8294,Pave,Inside,Gtl,1Fam,4,5,1971,TA,858,GasA,TA,Y,872,0,1,0,3,1,TA,5,0,NA,Detchd,480,TA,0,0,6,2007,123000,0
1670,,7340,Pave,Inside,Gtl,1Fam,4,6,1971,TA,858,GasA,TA,Y,858,0,1,0,2,1,TA,4,0,NA,Detchd,684,TA,0,0,6,2007,110000,0
1671,,17199,Pave,FR2,Gtl,1Fam,4,7,1961,TA,914,GasA,Ex,Y,914,0,1,0,2,1,TA,4,0,NA,Basment,270,Fa,140,0,7,2007,128000,0
1672,60,9000,Pave,FR2,Gtl,1Fam,4,6,1971,TA,864,GasA,TA,Y,864,0,1,0,3,1,TA,5,0,NA,Detchd,528,TA,0,0,5,2007,120500,0
1673,34,4058,Pave,Inside,Gtl,TwnhsE,7,5,1998,Gd,723,GasA,Ex,Y,767,0,1,0,1,1,TA,4,0,NA,Attchd,367,TA,120,0,6,2007,133000,0
1674,33,4113,Pave,Inside,Gtl,TwnhsE,6,5,2001,Gd,1337,GasA,Ex,Y,1337,0,2,0,2,1,Gd,5,1,TA,Attchd,511,TA,136,0,7,2007,155000,1
1675,26,10943,Pave,FR2,Gtl,TwnhsE,6,5,1997,Gd,1405,GasA,Ex,Y,1337,0,2,0,2,1,Gd,5,1,TA,Attchd,522,TA,0,0,10,2007,177000,1
1676,21,2205,Pave,Inside,Gtl,Twnhs,6,6,1973,TA,525,GasA,TA,Y,525,567,1,1,3,1,TA,6,0,NA,Detchd,264,TA,144,0,2,2007,113500,0
1677,21,1890,Pave,Inside,Gtl,Twnhs,6,5,1973,TA,672,GasA,TA,Y,672,546,1,1,3,1,TA,7,0,NA,Detchd,264,TA,144,0,5,2007,113000,0
1678,21,2058,Pave,Inside,Gtl,Twnhs,6,5,1973,TA,672,GasA,Ex,Y,672,546,1,1,4,1,Ex,7,0,NA,Detchd,264,TA,0,0,12,2007,113700,0
1679,24,2016,Pave,Inside,Gtl,TwnhsE,5,5,1970,TA,630,GasA,TA,Y,630,672,2,1,3,1,TA,6,0,NA,Detchd,440,TA,0,0,4,2007,106000,0
1680,24,1920,Pave,Inside,Gtl,TwnhsE,5,5,1971,TA,765,GasA,Ex,Y,765,600,1,1,2,1,TA,6,0,NA,Detchd,440,TA,240,0,8,2007,122500,0
1681,,4928,Pave,Inside,Gtl,TwnhsE,6,5,1976,Gd,1078,GasA,TA,Y,958,0,2,0,2,1,TA,5,1,TA,Attchd,440,TA,0,0,2,2007,128000,0
1682,24,2308,Pave,Corner,Gtl,TwnhsE,6,6,1976,Gd,804,GasA,TA,Y,804,744,2,1,3,1,Gd,7,1,TA,Detchd,440,TA,48,0,7,2007,155000,1
1683,24,2304,Pave,Inside,Gtl,Twnhs,7,7,1978,Gd,1061,GasA,TA,Y,1055,0,2,0,2,1,TA,4,0,NA,Attchd,319,TA,108,0,4,2007,142500,0
1684,65,7150,Pave,Inside,Gtl,1Fam,5,6,1966,TA,988,GasA,TA,Y,988,0,1,0,3,1,TA,5,0,NA,Detchd,360,TA,0,0,11,2007,129250,0
1685,96,12469,Pave,FR2,Gtl,1Fam,9,5,2006,Ex,1790,GasA,Ex,Y,1816,0,2,0,3,1,Ex,7,1,Gd,Attchd,730,TA,186,0,8,2007,356000,1
1686,90,11694,Pave,Inside,Gtl,1Fam,9,5,2007,Ex,1822,GasA,Ex,Y,1828,0,2,0,3,1,Gd,9,1,Gd,Attchd,774,TA,0,0,7,2007,314813,1
1687,93,12030,Pave,Inside,Gtl,1Fam,8,5,2007,Ex,1694,GasA,Ex,Y,1694,0,2,0,3,1,Gd,7,0,NA,Attchd,818,TA,168,0,12,2007,318000,1
1688,91,11825,Pave,Inside,Gtl,1Fam,8,5,2006,Ex,1694,GasA,Ex,Y,1694,0,2,0,3,1,Gd,7,1,Gd,Attchd,856,TA,0,0,6,2007,322400,1
1689,93,12085,Pave,Inside,Gtl,1Fam,8,5,2007,Ex,1734,GasA,Ex,Y,1734,0,2,0,3,1,Ex,7,1,Gd,Attchd,928,TA,0,0,11,2007,318000,1
1690,110,14333,Pave,Corner,Gtl,1Fam,8,5,2007,Gd,2108,GasA,Ex,Y,2122,0,2,1,2,1,Gd,7,1,Ex,Attchd,938,TA,130,0,11,2007,345474,1
1691,107,14450,Pave,Inside,Gtl,1Fam,9,5,2006,Ex,2121,GasA,Ex,Y,2121,0,2,1,3,1,Ex,8,1,Ex,Attchd,732,TA,124,0,5,2007,415298,1
1692,107,13641,Pave,Inside,Gtl,1Fam,9,5,2007,Ex,1934,GasA,Ex,Y,1943,713,2,1,3,1,Ex,8,1,Gd,Attchd,1040,TA,268,0,12,2007,492000,1
1693,110,13440,Pave,Inside,Gtl,1Fam,8,5,2006,Ex,1108,GasA,Ex,Y,1148,1402,2,1,4,1,Ex,11,1,Gd,BuiltIn,670,TA,120,0,3,2007,338931,1
1694,105,15431,Pave,Inside,Gtl,1Fam,10,5,2005,Ex,1994,GasA,Ex,Y,2046,0,2,1,2,1,Ex,7,2,Gd,Attchd,878,TA,188,0,8,2007,450000,1
1695,109,14154,Pave,Corner,Gtl,1Fam,7,5,2006,Ex,1063,GasA,Ex,Y,1071,1101,2,1,3,1,Gd,9,1,Gd,Attchd,947,TA,192,0,8,2007,280000,1
1696,107,13891,Pave,Inside,Gtl,1Fam,9,5,2007,Ex,2552,GasA,Ex,Y,2552,0,2,0,3,1,Ex,8,2,Ex,Attchd,932,TA,130,0,10,2007,479069,1
1697,110,14226,Pave,Corner,Gtl,1Fam,8,5,2006,Gd,1935,GasA,Gd,Y,1973,0,2,0,3,1,Gd,9,1,Gd,Attchd,895,TA,315,0,7,2007,395000,1
1698,105,13693,Pave,Inside,Gtl,1Fam,9,5,2006,Gd,2153,GasA,Ex,Y,2069,574,2,1,3,1,Ex,9,1,Gd,BuiltIn,694,TA,414,0,3,2007,380000,1
1699,98,11428,Pave,Inside,Gtl,1Fam,8,5,2006,Gd,1626,GasA,Ex,Y,1634,0,2,0,3,1,Gd,7,1,Gd,Attchd,866,TA,0,0,5,2007,250000,1
1700,110,14977,Pave,Inside,Gtl,1Fam,8,5,2006,Ex,1976,GasA,Ex,Y,1976,0,2,0,2,1,Gd,7,1,Ex,Attchd,908,TA,250,0,7,2007,440000,1
1701,118,13654,Pave,CulDSac,Gtl,1Fam,9,5,2005,Ex,1704,GasA,Ex,Y,1722,1036,2,1,4,1,Ex,9,1,Ex,BuiltIn,814,TA,282,0,5,2007,418000,1
1702,59,17169,Pave,CulDSac,Gtl,1Fam,10,5,2007,Ex,2320,GasA,Ex,Y,2290,0,2,1,2,1,Ex,7,1,Gd,Attchd,1174,TA,192,0,8,2007,500067,1
1703,134,16659,Pave,Corner,Gtl,1Fam,8,5,2007,Gd,1582,GasA,Ex,Y,1582,570,2,1,3,1,Gd,7,1,Gd,Detchd,728,TA,0,0,6,2007,260116,1
1704,76,9591,Pave,Inside,Gtl,1Fam,8,5,2004,Ex,1143,GasA,Ex,Y,1143,1330,2,1,4,1,Gd,9,1,Gd,BuiltIn,852,TA,192,0,10,2007,317000,1
1705,82,9709,Pave,Inside,Gtl,1Fam,8,5,2007,Ex,918,GasA,Ex,Y,958,1142,2,1,3,1,Ex,8,2,Gd,BuiltIn,786,TA,172,0,9,2007,319500,1
1706,86,10562,Pave,Inside,Gtl,1Fam,8,5,2007,Ex,1582,GasA,Ex,Y,1610,551,1,1,3,1,Ex,8,1,Gd,Attchd,789,TA,178,0,11,2007,325624,1
1707,94,13615,Pave,Corner,Mod,1Fam,9,5,2006,Ex,1802,GasA,Ex,Y,1802,0,2,1,3,1,Ex,7,1,Gd,Attchd,843,TA,158,0,6,2007,372000,1
1708,99,13069,Pave,Inside,Gtl,1Fam,8,5,2004,Gd,1706,GasA,Ex,Y,1718,1238,2,1,5,1,Ex,11,1,Ex,BuiltIn,916,TA,194,0,8,2007,342000,1
1709,99,12099,Pave,Inside,Gtl,1Fam,8,5,2004,Ex,1136,GasA,Ex,Y,1136,1332,2,1,4,1,Gd,10,1,Gd,BuiltIn,872,TA,184,0,6,2007,354000,1
1710,110,14277,Pave,Inside,Gtl,1Fam,8,5,2003,Ex,1317,GasA,Ex,Y,1217,1168,2,1,3,1,Gd,7,1,Gd,Attchd,818,TA,192,0,1,2007,350000,1
1711,93,11999,Pave,Inside,Gtl,1Fam,8,5,2003,Gd,1181,GasA,Ex,Y,1234,1140,2,1,4,1,Ex,10,1,Gd,BuiltIn,656,TA,104,0,5,2007,285000,1
1712,,12568,Pave,Inside,Gtl,1Fam,8,5,2007,Ex,895,GasA,Ex,Y,895,923,2,1,3,1,Ex,8,1,Gd,Attchd,774,TA,196,0,8,2007,281500,1
1713,70,9926,Pave,Inside,Gtl,1Fam,7,5,2005,Gd,1614,GasA,Ex,Y,1614,0,2,0,3,1,Gd,7,0,NA,Attchd,878,TA,100,0,5,2007,245700,1
1714,71,9254,Pave,Inside,Gtl,1Fam,8,5,2005,Gd,1721,GasA,Ex,Y,1721,0,2,0,3,1,Gd,7,0,NA,Attchd,554,TA,168,0,1,2007,232698,1
1715,92,10732,Pave,Corner,Gtl,1Fam,8,5,2006,Gd,1298,GasA,Ex,Y,1298,530,2,1,3,1,Gd,7,0,NA,BuiltIn,876,TA,0,0,2,2007,250000,1
1716,61,7577,Pave,Corner,Gtl,TwnhsE,6,5,2005,Gd,1362,GasA,Ex,Y,1362,0,2,0,2,1,Gd,6,1,Gd,Attchd,460,TA,192,0,6,2007,194700,1
1717,34,3901,Pave,Inside,Gtl,Twnhs,6,5,2005,Gd,1302,GasA,Ex,Y,1302,0,1,1,1,1,Gd,5,1,Gd,Attchd,631,TA,110,0,8,2007,204000,1
1718,34,3903,Pave,Inside,Gtl,Twnhs,6,5,2005,Gd,1302,GasA,Ex,Y,1302,0,1,1,1,1,Gd,5,1,Gd,Attchd,631,TA,110,0,5,2007,200000,1
1719,41,6289,Pave,Inside,Gtl,TwnhsE,6,5,2005,Gd,1362,GasA,Ex,Y,1362,0,2,0,2,1,Gd,6,1,Gd,Attchd,460,TA,192,0,6,2007,207000,1
1720,34,4590,Pave,Inside,Gtl,Twnhs,8,5,2006,Gd,1554,GasA,Ex,Y,1554,0,2,0,2,1,Gd,6,1,Gd,Attchd,627,TA,156,0,8,2007,209500,1
1721,34,4590,Pave,Inside,Gtl,Twnhs,8,5,2006,Gd,1554,GasA,Ex,Y,1554,0,2,0,2,1,Gd,6,1,Gd,Attchd,627,TA,156,0,5,2007,209500,1
1722,44,6442,Pave,Inside,Gtl,TwnhsE,8,5,2006,Gd,1370,GasA,Ex,Y,1370,0,2,0,2,1,Gd,6,1,Gd,Attchd,484,TA,120,0,10,2007,202500,1
1723,48,7841,Pave,Inside,Gtl,TwnhsE,9,5,2005,Ex,1577,GasA,Ex,Y,1577,0,2,0,2,1,Ex,6,1,Gd,Attchd,564,TA,203,0,5,2007,280000,1
1724,60,7313,Pave,Inside,Gtl,TwnhsE,9,5,2005,Ex,1561,GasA,Ex,Y,1561,0,2,0,2,1,Ex,6,1,Gd,Attchd,556,TA,203,0,8,2007,277500,1
1725,68,7820,Pave,Inside,Gtl,TwnhsE,9,5,2007,Ex,1869,GasA,Ex,Y,1869,0,2,0,2,1,Ex,6,1,Gd,Attchd,617,TA,210,0,12,2007,318061,1
1726,48,6240,Pave,Inside,Gtl,TwnhsE,8,5,2006,Gd,1324,GasA,Ex,Y,1324,0,2,0,2,1,Gd,6,1,Gd,Attchd,550,TA,0,0,9,2007,221370,1
1727,48,3242,Pave,Inside,Gtl,TwnhsE,7,5,2003,Gd,1405,GasA,Ex,Y,1405,0,2,0,2,1,Gd,6,1,Gd,Attchd,478,TA,136,0,3,2007,200000,1
1728,59,15810,Pave,Inside,Gtl,1Fam,6,5,2007,Gd,768,GasA,Ex,Y,768,728,3,0,3,1,Gd,7,0,NA,Attchd,572,TA,100,0,5,2007,181755,1
1729,65,10237,Pave,Inside,Gtl,1Fam,6,5,2005,Gd,768,GasA,Ex,Y,768,768,2,1,3,1,Gd,6,1,Gd,Attchd,400,TA,100,0,6,2007,176000,1
1730,65,10237,Pave,Inside,Gtl,1Fam,6,5,2005,Gd,783,GasA,Ex,Y,783,701,2,1,3,1,Gd,8,1,Gd,Attchd,393,TA,0,0,7,2007,178900,1
1731,58,13204,Pave,Inside,Gtl,1Fam,7,5,2006,Gd,608,GasA,Ex,Y,608,850,2,0,3,1,Gd,6,0,NA,BuiltIn,454,TA,100,0,5,2007,168165,1
1732,62,8857,Pave,Inside,Gtl,1Fam,6,5,2006,Gd,738,GasA,Ex,Y,738,757,2,1,3,1,Gd,7,1,Gd,Attchd,440,TA,100,0,3,2007,171925,1
1733,63,9729,Pave,Inside,Gtl,1Fam,6,5,2006,Gd,698,GasA,Ex,Y,698,1048,2,1,3,1,Gd,6,1,Gd,BuiltIn,350,TA,0,0,6,2007,198444,1
1734,88,12216,Pave,Corner,Gtl,1Fam,6,5,2005,Gd,1326,GasA,Ex,Y,1326,0,2,0,3,1,Gd,6,0,NA,Attchd,388,TA,120,0,6,2007,203000,1
1735,65,9018,Pave,Inside,Gtl,1Fam,7,5,2007,Gd,728,GasA,Ex,Y,728,728,2,1,3,1,Gd,8,1,Gd,Attchd,400,TA,100,0,7,2007,179540,1
1736,73,8993,Pave,Inside,Gtl,1Fam,7,5,2007,Gd,1302,GasA,Ex,Y,1302,0,2,0,3,1,Gd,6,0,NA,Attchd,436,TA,0,0,8,2007,176485,1
1737,73,8899,Pave,Inside,Gtl,1Fam,7,5,2007,Gd,1340,GasA,Ex,Y,1340,0,2,0,3,1,Gd,6,0,NA,Attchd,396,TA,100,0,8,2007,181134,1
1738,73,8499,Pave,Inside,Gtl,1Fam,6,5,2006,Gd,616,GasA,Ex,Y,616,796,2,1,3,1,Gd,6,1,Gd,BuiltIn,432,TA,0,0,3,2007,156932,1
1739,72,8229,Pave,Inside,Gtl,1Fam,6,5,2007,Gd,752,GasA,Ex,Y,752,752,2,1,3,1,Gd,6,0,NA,Attchd,440,TA,100,0,12,2007,166000,1
1740,64,7713,Pave,Inside,Gtl,1Fam,7,5,2007,Gd,728,GasA,Ex,Y,728,728,2,1,3,1,Gd,7,0,NA,Attchd,400,TA,100,0,7,2007,177594,1
1741,64,7697,Pave,Inside,Gtl,1Fam,7,6,2007,Gd,1246,GasA,Ex,Y,1258,0,2,0,3,1,Gd,6,0,NA,Attchd,462,TA,0,0,8,2007,173500,1
1742,53,3922,Pave,Inside,Gtl,TwnhsE,7,5,2006,Ex,1258,GasA,Ex,Y,1258,0,2,0,2,1,Gd,6,1,Gd,Attchd,648,TA,144,0,6,2007,172500,1
1743,53,3922,Pave,Inside,Gtl,TwnhsE,7,5,2006,Ex,1258,GasA,Ex,Y,1402,0,0,2,2,1,Gd,7,1,Gd,Attchd,648,TA,120,0,2,2007,194201,1
1744,,3621,Pave,Inside,Gtl,TwnhsE,8,5,2003,Gd,1406,GasA,Ex,Y,1589,0,2,0,2,1,Gd,7,1,TA,Attchd,630,TA,143,0,11,2007,226500,1
1745,53,3710,Pave,Inside,Gtl,1Fam,7,5,2007,Gd,1266,GasA,Ex,Y,1266,0,2,0,2,1,Gd,6,1,Gd,Attchd,388,TA,100,0,8,2007,185485,1
1746,182,14572,Pave,Corner,Gtl,1Fam,7,5,2004,Gd,1530,GasA,Ex,Y,1530,0,2,0,3,1,Gd,7,1,Gd,Attchd,630,TA,144,0,11,2007,259000,1
1747,65,16219,Pave,Inside,Gtl,1Fam,7,5,2004,Gd,835,GasA,Ex,Y,1119,0,2,0,2,1,Gd,5,0,NA,Attchd,437,TA,100,0,4,2007,188500,1
1748,87,11084,Pave,Corner,Gtl,1Fam,7,5,2004,Gd,384,GasA,Ex,Y,744,630,2,1,3,1,Gd,8,1,Gd,BuiltIn,400,TA,100,0,6,2007,175000,1
1749,59,11796,Pave,Inside,Gtl,1Fam,7,5,2004,Gd,847,GasA,Ex,Y,847,1112,2,1,4,1,Gd,8,1,Gd,BuiltIn,434,TA,100,0,7,2007,215000,1
1750,59,10936,Pave,Inside,Gtl,1Fam,7,5,2006,Gd,1510,GasA,Ex,Y,1525,0,2,1,3,1,Gd,6,1,Gd,Attchd,534,TA,100,0,4,2007,206580,1
1751,62,8244,Pave,Inside,Gtl,1Fam,7,5,2004,Gd,840,GasA,Ex,Y,840,880,2,1,3,1,Gd,7,1,Gd,Attchd,440,TA,100,0,5,2007,183500,1
1752,,11950,Pave,Corner,Gtl,1Fam,7,5,2003,Gd,384,GasA,Ex,Y,754,640,2,1,3,1,Gd,7,1,TA,BuiltIn,400,TA,100,0,10,2007,165500,1
1753,63,7875,Pave,Inside,Gtl,1Fam,7,5,2003,Gd,847,GasA,Ex,Y,847,1101,2,1,4,1,Gd,8,1,Gd,BuiltIn,434,TA,0,0,7,2007,211000,1
1754,,8063,Pave,Inside,Gtl,1Fam,6,5,2000,Gd,924,GasA,Ex,Y,948,742,2,1,3,1,TA,7,1,TA,Attchd,463,TA,100,0,11,2007,181000,1
1755,,8740,Pave,Inside,Gtl,1Fam,7,5,2002,Gd,854,GasA,Ex,Y,864,1131,2,1,4,1,Gd,8,1,Gd,BuiltIn,435,TA,264,0,7,2007,219500,1
1756,62,7917,Pave,Inside,Gtl,1Fam,6,5,1999,Gd,953,GasA,Ex,Y,953,694,2,1,3,1,TA,7,1,TA,Attchd,460,TA,0,0,8,2007,175000,1
1757,76,9967,Pave,Inside,Gtl,1Fam,7,5,2000,Gd,384,GasA,Ex,Y,774,656,2,1,3,1,TA,8,1,TA,BuiltIn,400,TA,100,0,12,2007,170000,1
1758,,7750,Pave,Inside,Gtl,1Fam,7,5,2003,Gd,660,GasA,Ex,Y,660,660,2,1,3,1,Gd,6,0,NA,Attchd,400,TA,0,0,8,2007,162000,1
1759,58,9487,Pave,Inside,Gtl,1Fam,6,5,2000,Gd,915,GasA,Ex,Y,940,750,2,1,3,1,TA,7,1,TA,Attchd,442,TA,0,0,6,2007,187000,1
1760,59,9649,Pave,Inside,Gtl,1Fam,6,5,1999,Gd,941,GasA,Ex,Y,961,683,2,1,3,1,TA,7,1,TA,Attchd,460,TA,460,0,5,2007,185000,1
1761,160,15623,Pave,Corner,Gtl,1Fam,10,5,1996,Ex,2396,GasA,Ex,Y,2411,2065,3,1,4,1,Ex,10,2,TA,Attchd,813,TA,171,555,7,2007,745000,1
1762,100,12191,Pave,Inside,Gtl,1Fam,8,5,1997,Gd,1779,GasA,Ex,Y,1779,772,2,1,4,1,Gd,8,2,TA,Attchd,925,TA,76,0,6,2007,384500,1
1763,,11000,Pave,FR2,Gtl,1Fam,8,5,2000,Gd,969,GasA,Ex,Y,997,1288,2,1,4,1,Gd,8,1,TA,BuiltIn,648,TA,0,0,6,2007,248000,1
1764,,11400,Pave,Inside,Gtl,1Fam,10,5,2001,Ex,2633,GasA,Ex,Y,2633,0,2,1,2,1,Ex,8,2,Gd,Attchd,804,TA,314,0,3,2007,466500,1
1765,89,10557,Pave,Inside,Gtl,1Fam,9,5,1998,Ex,1408,GasA,Ex,Y,1671,1407,2,1,4,1,Gd,9,1,TA,Attchd,806,TA,108,0,7,2007,410000,1
1766,74,11002,Pave,Inside,Gtl,1Fam,8,5,1998,Gd,1389,GasA,Ex,Y,1411,1171,2,1,4,1,Gd,9,1,TA,Attchd,758,TA,286,0,1,2007,322500,1
1767,83,10790,Pave,Inside,Gtl,1Fam,7,5,1998,Gd,1066,GasA,Ex,Y,1108,1277,2,1,4,1,Gd,8,1,TA,BuiltIn,600,TA,120,0,5,2007,252000,1
1768,104,21535,Pave,Corner,Gtl,1Fam,10,6,1994,Ex,2444,GasA,Ex,Y,2444,1872,3,1,4,1,Ex,10,2,Ex,Attchd,832,TA,382,0,1,2007,755000,1
1769,92,9920,Pave,CulDSac,Gtl,1Fam,7,5,1996,Gd,1117,GasA,Ex,Y,1127,886,2,1,3,1,TA,8,1,TA,Attchd,455,TA,180,0,6,2007,269790,1
1770,95,11787,Pave,Inside,Gtl,1Fam,7,5,1996,Gd,1379,GasA,Ex,Y,1383,1015,2,1,3,1,Gd,8,1,TA,Attchd,834,TA,239,0,8,2007,315750,1
1771,82,9950,Pave,Inside,Gtl,1Fam,7,5,1995,Gd,1203,GasA,Ex,Y,1214,1306,2,1,4,1,Gd,9,1,TA,Attchd,721,TA,224,0,6,2007,290000,1
1772,65,12257,Pave,Inside,Gtl,1Fam,8,5,1995,Gd,1318,GasA,Ex,Y,1328,1203,2,1,4,1,Gd,9,1,TA,Attchd,752,TA,222,0,11,2007,290000,1
1773,,12692,Pave,Inside,Gtl,1Fam,8,5,1992,Gd,3200,GasA,Ex,Y,3228,0,3,0,4,1,Gd,10,1,Gd,Attchd,546,TA,264,0,5,2007,430000,1
1774,88,11762,Pave,Inside,Gtl,1Fam,8,5,1992,Ex,1105,GasA,Ex,Y,1105,1097,2,1,4,1,Gd,9,1,TA,Attchd,517,TA,0,0,9,2007,263000,1
1775,82,9044,Pave,Inside,Gtl,1Fam,8,5,1996,Gd,1325,GasA,Ex,Y,1335,1203,2,1,4,1,Gd,8,1,TA,Attchd,933,TA,198,0,5,2007,330000,1
1776,75,9910,Pave,Inside,Gtl,1Fam,7,6,2007,Gd,1369,GasA,Ex,Y,1369,0,2,0,3,1,Gd,5,0,NA,Attchd,605,TA,0,0,9,2007,213133,1
1777,91,11830,Pave,Inside,Gtl,1Fam,8,5,2007,Gd,1542,GasA,Ex,Y,1542,0,2,0,3,1,Gd,6,1,Gd,Attchd,852,TA,168,0,7,2007,260261,1
1778,84,11670,Pave,Corner,Gtl,1Fam,9,5,2006,Ex,1905,GasA,Ex,Y,1905,0,2,0,3,1,Ex,8,1,Gd,Attchd,788,TA,0,0,3,2007,320000,1
1779,49,15256,Pave,CulDSac,Gtl,1Fam,8,5,2007,Gd,1485,GasA,Ex,Y,1464,0,2,0,3,1,Gd,6,0,NA,Attchd,754,TA,168,0,8,2007,282922,1
1780,76,10612,Pave,Inside,Gtl,1Fam,8,5,2006,Gd,1524,GasA,Gd,Y,1534,0,2,0,3,1,Gd,7,1,Gd,Attchd,484,TA,168,0,1,2007,215000,1
1781,98,12291,Pave,Inside,Gtl,1Fam,10,5,2007,Ex,1966,GasA,Ex,Y,1966,0,2,0,1,1,Ex,6,1,Gd,Attchd,1092,TA,76,0,10,2007,419005,1
1782,116,13501,Pave,Corner,Gtl,1Fam,8,5,2006,Gd,1623,GasA,Ex,Y,1636,0,2,0,3,1,Gd,8,1,Gd,Attchd,865,TA,0,0,6,2007,255000,1
1783,75,9986,Pave,Inside,Gtl,1Fam,8,5,2006,Ex,1795,GasA,Ex,Y,1795,0,2,0,2,1,Gd,7,1,Gd,Attchd,895,TA,0,0,2,2007,147000,0
1784,85,9965,Pave,FR2,Gtl,1Fam,7,5,2007,Gd,1528,GasA,Ex,Y,1528,0,3,2,3,1,Gd,6,1,TA,Attchd,480,TA,0,0,9,2007,235876,1
1785,79,9416,Pave,Inside,Gtl,1Fam,7,5,2007,Ex,1726,GasA,Ex,Y,1726,0,2,0,3,1,Ex,8,1,Gd,Attchd,786,TA,171,0,9,2007,311872,1
1786,83,9849,Pave,Inside,Gtl,1Fam,7,6,2007,Gd,1689,GasA,Ex,Y,1689,0,2,0,3,1,Gd,7,0,NA,Attchd,954,TA,0,0,6,2007,248328,1
1787,85,10000,Pave,Inside,Gtl,1Fam,8,5,2006,Gd,1588,GasA,Ex,Y,1588,0,2,0,3,1,Gd,7,1,Gd,Attchd,825,TA,144,0,12,2007,227000,1
1788,74,8847,Pave,Inside,Gtl,1Fam,8,5,2005,Gd,1538,GasA,Ex,Y,1538,0,2,0,3,1,Gd,7,0,NA,Attchd,484,TA,146,0,12,2007,260000,1
1789,76,9158,Pave,Inside,Gtl,1Fam,8,5,2007,Gd,1496,GasA,Ex,Y,1496,0,2,0,3,1,Gd,7,0,NA,Attchd,474,TA,168,0,6,2007,225000,1
1790,70,8251,Pave,Inside,Gtl,1Fam,7,5,2005,Gd,1494,GasA,Ex,Y,1506,0,2,0,3,1,Gd,7,1,Gd,Attchd,672,TA,192,0,4,2007,249000,1
1791,75,10084,Pave,Inside,Gtl,1Fam,8,5,2004,Ex,1686,GasA,Ex,Y,1694,0,2,0,3,1,Gd,7,1,Gd,Attchd,636,TA,255,0,8,2007,307000,1
1792,70,9605,Pave,Inside,Gtl,1Fam,7,5,2006,Gd,982,GasA,Ex,Y,982,995,2,1,3,1,Gd,7,0,NA,Attchd,574,TA,240,0,7,2007,250000,1
1793,75,8778,Pave,Inside,Gtl,1Fam,8,5,2006,Gd,1302,GasA,Ex,Y,1302,528,2,1,3,1,Gd,7,0,NA,BuiltIn,859,TA,0,0,3,2007,221300,1
1794,72,8640,Pave,Inside,Gtl,1Fam,8,5,2007,Gd,1338,GasA,Ex,Y,1338,0,2,0,3,1,Gd,6,0,NA,Attchd,598,TA,0,0,11,2007,208900,1
1795,75,9000,Pave,Inside,Gtl,1Fam,7,5,2006,Gd,1335,GasA,Ex,Y,1335,0,2,0,3,1,Gd,6,0,NA,Attchd,575,TA,0,0,6,2007,210400,1
1796,72,8640,Pave,Inside,Gtl,1Fam,8,5,2007,Gd,896,GasA,Ex,Y,896,896,2,1,3,1,Gd,8,0,NA,Attchd,590,TA,184,0,11,2007,255000,1
